pair_id,positive_prompt_id,negative_prompt_id,positive_role,negative_role,domain,split,outcome_valence,amount_bucket,risk_context,behavior_target,direction_norm
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__p1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,515.316162109375
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__p2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,553.0718994140625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__p1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,761.0882568359375
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__p2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,loss,small,none,none,767.1768188476562
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_pending,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_pending__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_pending__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,568.5511474609375
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__incentive_hold,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__incentive_hold__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__incentive_hold__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,1099.2320556640625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__bonus1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__bonus1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__bonus1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,896.0199584960938
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__bonus2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__bonus2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__bonus2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,523.637451171875
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__pair1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__pair1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__pair1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,441.28460693359375
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__pair2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__pair2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__pair2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,large,none,none,409.162841796875
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__pair1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__pair1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__pair1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,590.94140625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__pair2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__pair2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__pair2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,664.5901489257812
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__p1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,992.774658203125
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__p2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,798.7182006835938
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_expected_paid2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_expected_paid2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_expected_paid2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,376.250732421875
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_pending_received1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_pending_received1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_pending_received1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,medium,none,none,536.2273559570312
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__p1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,393.59869384765625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__p2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,287.7684631347656
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__pair1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__pair1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__pair1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,442.6480407714844
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__pair2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__pair2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__pair2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,233.402099609375
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__p1__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,449.1933288574219
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__p2__paper_open,realized_closed,paper_open,compensation_bonus,direction_train,neutral,small,none,none,539.9149169921875
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,893.3289794921875
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,725.916259765625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,952.564697265625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__p2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,949.4990844726562
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,944.5325317382812
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,large,none,none,1340.352294921875
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,501.0290832519531
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,528.6272583007812
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__investor_fund,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__investor_fund__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__investor_fund__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,748.9906005859375
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__investor_stocks,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__investor_stocks__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__investor_stocks__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,635.7262573242188
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,368.18780517578125
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__p2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,medium,none,none,406.59332275390625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,1553.596435546875
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__p2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,597.40966796875
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,1063.9520263671875
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__p2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,609.057861328125
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,544.2368774414062
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,gain,small,none,none,472.5743408203125
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p1_stock_hold,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p1_stock_hold__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p1_stock_hold__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,576.4519653320312
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p2_fund_hold,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p2_fund_hold__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p2_fund_hold__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,729.06396484375
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,1018.6087036132812
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__p2__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,1175.093017578125
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__pair1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__pair1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,418.0792541503906
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__pair2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__pair2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,large,none,none,424.5750427246094
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,medium,none,none,636.138916015625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__p2__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,medium,none,none,451.1582336425781
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,medium,none,none,456.4652404785156
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair2__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,medium,none,none,615.7737426757812
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,medium,none,none,754.6544189453125
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__p2__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,medium,none,none,632.1608276367188
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__p1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__p1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__p1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,small,none,none,699.07568359375
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__p2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__p2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__p2__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,small,none,none,1085.22119140625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__bond_loss2,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__bond_loss2__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__bond_loss2__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,small,none,none,1251.724853515625
realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__stock_loss1,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__stock_loss1__realized_closed,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__stock_loss1__paper_open,realized_closed,paper_open,finance_investments,direction_train,loss,small,none,none,636.2772827148438
