dataset,pair_id,split,domain,outcome_valence,amount_bucket,source_llm,projection_delta,correct_direction
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__gain__medium__none__paired__part_003__bonus_pending,direction_train,compensation_bonus,gain,medium,grok_fast,600.552734375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__gain__medium__none__paired__part_003__freelance_invoice,direction_train,compensation_bonus,gain,medium,grok_fast,142.091796875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__gain__small__none__paired__part_001__p1,direction_train,compensation_bonus,gain,small,grok_fast,202.6484375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__gain__small__none__paired__part_001__p2,direction_train,compensation_bonus,gain,small,grok_fast,426.650390625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__gain__small__none__paired__part_002__bonus1,direction_train,compensation_bonus,gain,small,grok_fast,450.865234375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__gain__small__none__paired__part_002__bonus2,direction_train,compensation_bonus,gain,small,grok_fast,171.537109375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__gain__small__none__paired__part_003__pair1,direction_train,compensation_bonus,gain,small,grok_fast,43.654296875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__gain__small__none__paired__part_003__pair2,direction_train,compensation_bonus,gain,small,grok_fast,306.77734375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__large__none__paired__part_001__p1,direction_train,compensation_bonus,loss,large,grok_fast,540.587890625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__large__none__paired__part_001__p2,direction_train,compensation_bonus,loss,large,grok_fast,371.623046875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__large__none__paired__part_002__p1,direction_train,compensation_bonus,loss,large,grok_fast,740.2421875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__large__none__paired__part_002__p2,direction_train,compensation_bonus,loss,large,grok_fast,419.37890625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__large__none__paired__part_003__bonus1,direction_train,compensation_bonus,loss,large,grok_fast,1123.4375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__large__none__paired__part_003__bonus2,direction_train,compensation_bonus,loss,large,grok_fast,1452.744140625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_001__bonus_pending,direction_train,compensation_bonus,loss,medium,grok_fast,564.357421875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_001__bonus_review,direction_train,compensation_bonus,loss,medium,grok_fast,534.431640625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_002__pair1,direction_train,compensation_bonus,loss,medium,grok_fast,554.71875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_002__pair2,direction_train,compensation_bonus,loss,medium,grok_fast,276.49609375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_003__p1,direction_train,compensation_bonus,loss,medium,grok_fast,430.865234375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__medium__none__paired__part_003__p2,direction_train,compensation_bonus,loss,medium,grok_fast,302.638671875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_001__p1,direction_train,compensation_bonus,loss,small,grok_fast,347.330078125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_001__p2,direction_train,compensation_bonus,loss,small,grok_fast,565.822265625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__p1,direction_train,compensation_bonus,loss,small,grok_fast,106.98046875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_002__p2,direction_train,compensation_bonus,loss,small,grok_fast,343.341796875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__p1,direction_train,compensation_bonus,loss,small,grok_fast,611.98046875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__loss__small__none__paired__part_003__p2,direction_train,compensation_bonus,loss,small,grok_fast,667.11328125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__bonus_pending,direction_train,compensation_bonus,neutral,large,grok_fast,354.70703125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_001__incentive_hold,direction_train,compensation_bonus,neutral,large,grok_fast,995.357421875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__bonus1,direction_train,compensation_bonus,neutral,large,grok_fast,767.44140625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_002__bonus2,direction_train,compensation_bonus,neutral,large,grok_fast,384.021484375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__pair1,direction_train,compensation_bonus,neutral,large,grok_fast,-123.33984375,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__large__none__paired__part_003__pair2,direction_train,compensation_bonus,neutral,large,grok_fast,167.619140625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__pair1,direction_train,compensation_bonus,neutral,medium,grok_fast,487.947265625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_001__pair2,direction_train,compensation_bonus,neutral,medium,grok_fast,562.53515625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__p1,direction_train,compensation_bonus,neutral,medium,grok_fast,857.212890625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_002__p2,direction_train,compensation_bonus,neutral,medium,grok_fast,699.208984375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_expected_paid2,direction_train,compensation_bonus,neutral,medium,grok_fast,120.28125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__medium__none__paired__part_003__bonus_pending_received1,direction_train,compensation_bonus,neutral,medium,grok_fast,451.173828125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__p1,direction_train,compensation_bonus,neutral,small,grok_fast,245.236328125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_001__p2,direction_train,compensation_bonus,neutral,small,grok_fast,161.29296875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__pair1,direction_train,compensation_bonus,neutral,small,grok_fast,361.146484375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_002__pair2,direction_train,compensation_bonus,neutral,small,grok_fast,42.9140625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__p1,direction_train,compensation_bonus,neutral,small,grok_fast,311.998046875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__compensation_bonus__none__neutral__paired__neutral__small__none__paired__part_003__p2,direction_train,compensation_bonus,neutral,small,grok_fast,381.841796875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair1,direction_train,finance_investments,gain,large,grok_fast,799.701171875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_001__pair2,direction_train,finance_investments,gain,large,grok_fast,565.966796875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__p1,direction_train,finance_investments,gain,large,grok_fast,836.1328125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_002__p2,direction_train,finance_investments,gain,large,grok_fast,813.029296875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair1,direction_train,finance_investments,gain,large,grok_fast,843.951171875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__large__none__paired__part_003__pair2,direction_train,finance_investments,gain,large,grok_fast,1204.630859375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair1,direction_train,finance_investments,gain,medium,grok_fast,328.953125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_001__pair2,direction_train,finance_investments,gain,medium,grok_fast,-86.98828125,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__investor_fund,direction_train,finance_investments,gain,medium,grok_fast,623.392578125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_002__investor_stocks,direction_train,finance_investments,gain,medium,grok_fast,549.984375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__p1,direction_train,finance_investments,gain,medium,grok_fast,217.328125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__medium__none__paired__part_003__p2,direction_train,finance_investments,gain,medium,grok_fast,258.970703125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__p1,direction_train,finance_investments,gain,small,grok_fast,1379.13671875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_001__p2,direction_train,finance_investments,gain,small,grok_fast,481.30859375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__p1,direction_train,finance_investments,gain,small,grok_fast,916.087890625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_002__p2,direction_train,finance_investments,gain,small,grok_fast,341.0234375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair1,direction_train,finance_investments,gain,small,grok_fast,2.302734375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__gain__small__none__paired__part_003__pair2,direction_train,finance_investments,gain,small,grok_fast,263.26953125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p1_stock_hold,direction_train,finance_investments,loss,large,grok_fast,277.521484375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_001__p2_fund_hold,direction_train,finance_investments,loss,large,grok_fast,536.416015625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__p1,direction_train,finance_investments,loss,large,grok_fast,877.322265625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_002__p2,direction_train,finance_investments,loss,large,grok_fast,1042.3828125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__pair1,direction_train,finance_investments,loss,large,grok_fast,-45.22265625,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__large__none__paired__part_003__pair2,direction_train,finance_investments,loss,large,grok_fast,253.73046875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__p1,direction_train,finance_investments,loss,medium,grok_fast,455.798828125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_001__p2,direction_train,finance_investments,loss,medium,grok_fast,256.353515625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair1,direction_train,finance_investments,loss,medium,grok_fast,221.263671875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_002__pair2,direction_train,finance_investments,loss,medium,grok_fast,471.685546875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__p1,direction_train,finance_investments,loss,medium,grok_fast,668.203125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__medium__none__paired__part_003__p2,direction_train,finance_investments,loss,medium,grok_fast,530.646484375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__p1,direction_train,finance_investments,loss,small,grok_fast,593.14453125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_001__p2,direction_train,finance_investments,loss,small,grok_fast,950.189453125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__bond_loss2,direction_train,finance_investments,loss,small,grok_fast,1100.1484375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_002__stock_loss1,direction_train,finance_investments,loss,small,grok_fast,512.978515625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__fund_loss,direction_train,finance_investments,loss,small,grok_fast,-66.037109375,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__loss__small__none__paired__part_003__stock_loss,direction_train,finance_investments,loss,small,grok_fast,157.060546875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_001__p1_stock,direction_train,finance_investments,neutral,large,grok_fast,444.810546875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_001__p2_bond,direction_train,finance_investments,neutral,large,grok_fast,386.197265625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_002__p1,direction_train,finance_investments,neutral,large,grok_fast,301.03515625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_002__p2,direction_train,finance_investments,neutral,large,grok_fast,-113.98828125,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_003__p1,direction_train,finance_investments,neutral,large,grok_fast,-321.12109375,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__large__none__paired__part_003__p2,direction_train,finance_investments,neutral,large,grok_fast,-271.80859375,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__pair1,direction_train,finance_investments,neutral,medium,grok_fast,-266.447265625,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_001__pair2,direction_train,finance_investments,neutral,medium,grok_fast,-231.671875,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair1,direction_train,finance_investments,neutral,medium,grok_fast,-573.501953125,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_002__pair2,direction_train,finance_investments,neutral,medium,grok_fast,-569.119140625,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__pair1,direction_train,finance_investments,neutral,medium,grok_fast,978.46875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__medium__none__paired__part_003__pair2,direction_train,finance_investments,neutral,medium,grok_fast,593.39453125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__p1,direction_train,finance_investments,neutral,small,grok_fast,252.6484375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_001__p2,direction_train,finance_investments,neutral,small,grok_fast,-166.51171875,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__bond_mature,direction_train,finance_investments,neutral,small,grok_fast,463.853515625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_002__stock_hold,direction_train,finance_investments,neutral,small,grok_fast,62.56640625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__p1_stock,direction_train,finance_investments,neutral,small,grok_fast,179.970703125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__finance_investments__none__neutral__paired__neutral__small__none__paired__part_003__p2_bond,direction_train,finance_investments,neutral,small,grok_fast,-513.546875,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_001__p1,direction_train,refund_reimbursement,gain,large,grok_fast,197.427734375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_001__p2,direction_train,refund_reimbursement,gain,large,grok_fast,290.326171875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_002__p1,direction_train,refund_reimbursement,gain,large,grok_fast,456.109375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_002__p2,direction_train,refund_reimbursement,gain,large,grok_fast,286.046875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_003__pair1,direction_train,refund_reimbursement,gain,large,grok_fast,25.97265625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__large__none__paired__part_003__pair2,direction_train,refund_reimbursement,gain,large,grok_fast,600.763671875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_001__refund1,direction_train,refund_reimbursement,gain,medium,grok_fast,479.328125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_001__reimb2,direction_train,refund_reimbursement,gain,medium,grok_fast,71.400390625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_002__pair1,direction_train,refund_reimbursement,gain,medium,grok_fast,28.712890625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_002__pair2,direction_train,refund_reimbursement,gain,medium,grok_fast,158.447265625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_003__pair1,direction_train,refund_reimbursement,gain,medium,grok_fast,1342.17578125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__medium__none__paired__part_003__pair2,direction_train,refund_reimbursement,gain,medium,grok_fast,1164.603515625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_001__pair1,direction_train,refund_reimbursement,gain,small,grok_fast,1153.458984375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_001__pair2,direction_train,refund_reimbursement,gain,small,grok_fast,1292.4375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_002__refund1,direction_train,refund_reimbursement,gain,small,grok_fast,1335.701171875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_002__refund2,direction_train,refund_reimbursement,gain,small,grok_fast,924.548828125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_003__pair1,direction_train,refund_reimbursement,gain,small,grok_fast,1121.91796875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__gain__small__none__paired__part_003__pair2,direction_train,refund_reimbursement,gain,small,grok_fast,175.01953125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_001__p1,direction_train,refund_reimbursement,loss,large,grok_fast,152.466796875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_001__p2,direction_train,refund_reimbursement,loss,large,grok_fast,48.013671875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_002__pair1,direction_train,refund_reimbursement,loss,large,grok_fast,-160.6015625,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_002__pair2,direction_train,refund_reimbursement,loss,large,grok_fast,894.234375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_003__pair1,direction_train,refund_reimbursement,loss,large,grok_fast,371.59375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__large__none__paired__part_003__pair2,direction_train,refund_reimbursement,loss,large,grok_fast,576.25,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_001__pair1,direction_train,refund_reimbursement,loss,medium,grok_fast,801.642578125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_001__pair2,direction_train,refund_reimbursement,loss,medium,grok_fast,761.353515625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_002__pair1,direction_train,refund_reimbursement,loss,medium,grok_fast,413.890625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_002__pair2,direction_train,refund_reimbursement,loss,medium,grok_fast,654.306640625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_003__refund1,direction_train,refund_reimbursement,loss,medium,grok_fast,243.470703125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__medium__none__paired__part_003__refund2,direction_train,refund_reimbursement,loss,medium,grok_fast,537.162109375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_001__pair1,direction_train,refund_reimbursement,loss,small,grok_fast,1449.5546875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_001__pair2,direction_train,refund_reimbursement,loss,small,grok_fast,660.2890625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_002__p1,direction_train,refund_reimbursement,loss,small,grok_fast,327.39453125,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_002__p2,direction_train,refund_reimbursement,loss,small,grok_fast,1228.498046875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_003__pair1,direction_train,refund_reimbursement,loss,small,grok_fast,112.859375,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__loss__small__none__paired__part_003__pair2,direction_train,refund_reimbursement,loss,small,grok_fast,1112.8046875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_001__pair1,direction_train,refund_reimbursement,neutral,large,grok_fast,110.654296875,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_001__pair2,direction_train,refund_reimbursement,neutral,large,grok_fast,-228.6875,False
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_002__pair1,direction_train,refund_reimbursement,neutral,large,grok_fast,460.4140625,True
original,realization_vector_generation_v1__grok_fast__direction_realization_money__direction_train__refund_reimbursement__none__neutral__paired__neutral__large__none__paired__part_002__pair2,direction_train,refund_reimbursement,neutral,large,grok_fast,-193.666015625,False
